ID;dsc_item;melhor_classif;match_score;Quant. Carct. DSC;Quant. Carct. Classif;Diferença
430;carne bovina acem congelado limpo livre de aponeuroses fascias musculares tendoes dedos e sebo  livre de adicao de agua  a embalagem devera ser do material atoxico devidamente aprovado pelo orgao oficial de inspecao  possuir selo ou solda inviolavel a embalagem secundaria sera na forma usual do fornecedor  os dizeres de rotulagem devem atender a inspecao oficial nome verdadeiro  do produto segundo nomenclatura oficial  endereco completo do fabricante  peso  liquido  rotulagem  nutricional conservacao datas de producao lote e vencimento  a validade dos cortes fornecidos devera estar ate um terco tomada ou dois tercos livres  ; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;26;632;116;516
524;exclusivo me  agua mineral sem gas 20l  informacoes adicionais de primeira qualidade potavel oriunda de fonte natural fria com envase recente de data nao superior a 30 dias corridos contados a partir da data de entrega do produto e deve estar acondicionada em garrafoes plasticos adequados originais nao toxicos inodoros retornaveis intactos desinfetados lacrados sem evidencias de violacao de remendos manchas ou amassados e rotulados na origem com marca classificacao fonte de procedencia prazo de validade data de envase composicao quimica provavel e caracteristicas fisicoquimicas tampa de orelha com lacre de seguranca e protetor na parte superior  fornecimento galao contendo 20l; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;26;685;116;569
567;frango coxa e sobrecoxa com osso congelado nao temperado aspecto firme nao amolecido e nem pegajoso coloracao amarelorosada sem escurecimento ou manchas esverdeadas nao deve haver formacao de gelo superficial agua dentro da embalagem e nem sinal de recongelamento gelo de cor avermelhada embalagens proprias plasticas transparentes resistentes devidamente seladas contendo identificacao do produto etiqueta com peso liquido prazo de validade numero de registro no sif ou ima o produto devera ser transportado refrigerado ou em caixas termicas que permitam manter o produto congelado temperatura para recebimento menor que 18oc; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;26;626;116;510
680;luva esteril 80      luva em latex 100% natural anatomicas pulverizadas compo bioabsorvivel a base de amido de milho  superficie microtexturizada antideslizante totalmente impermeavel a agua e a outros fluidos    bainhas reforcadasresistentes com tensao de ruptura minima atendendoo padrao aql 15    alta sensibilidade e conforto com baixo teor de proteina menos de 100ppm por conteudo    embalagem tipo wallet indicando mao direita e esquerda    embalagem do parde luvas confeccionada em papel grau cirurgico de facil abertura  atoxica esterilizada por oxido de etileno   caixas c 200 p; servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top;26;587;111;476
694;macarrao semola sem ovos talharim macarrao semola sem ovos tipo talharim  farinha de trigo enriquecida com ferro e acido folico 100g de farinha de trigo deve fornecer no minimo 42 mg de ferro e 150 mcg de acido folico rcd 344   131202 sem ovos corante natural de urucum e curcuma mais beta caroteno provitamina a adicionados com agua e submetidos a processo tecnologico adequado massa alimenticia em conformidade com a legislacao vigente contem gluten embalagem primaria de sacos em polietileno atoxica com conteudo liquido de no minimo 500 grs devidamente lacrado validade minima de 12 meses da entrega do produto o produto devera ter o selo da ab; servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top;26;648;111;537
262;bebedouro industrial para agua refrigerada 100 litros com as caracteristicas minimas gabinete em ac bebedouro industrial para agua refrigerada 100 litros com as caracteristicas minimas gabinete em aco inoxidavel 304  capacidade de armazenamento de 100 lts  para uso de ate 200 pessoas dia  serpentina em aco inox com isolamento em poliuretano  03 torneiras em antimonio  sendo 02 para copo e 01 jato  termostato fixo com regulagem de temperatura para ajuste de 04 a 15 graus  voltagem opcional em 110 v e 220 v  compressor hermetico de 14 hp com gas ecologico r 134a  deve vir acompanhado de filtro siterizado de tripla aca; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;25;623;116;507
403;caixa termica  c termometro fixo eficiencia termica > isolamento em poliuretano eficiencia termica muito maior do que as caixas com isolamento em eps isopor alca superior retratil > facil transporte tampa reversivel que serve de bandeja com 2 porta copos quando invertida caracteristicas gerais termometro digital de maxima e minima > instrumento de qualidade comprovada visor de facil leitura prova d`agua possui funcao ocof especificacoes caixa capacidade 47 litros dimensoes desconsiderando a alca comp x larg x alt 25 x 19 x 18 cm peso 720 g garantia 6 meses especificacoes termometro faixa de utilizacao 5070oc precisao  1oc entre 2050oc e  2oc acima de 50oc alimentacao 1 pilha aa inclus; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;25;693;116;577
566;frango coxa e sobrecoxa congelado com cerca de 195 a 200g cada com adicao de agua de no maximo 6  aspecto proprio nao amolecido e nem pegajoso cor propria sem manchas esverdeadas cheiro e sabor proprio com ausencia de sujidades parasitas e larvas embalagem em saco de polietileno transparente atoxico limpo nao violado resistente que garanta a integridade do produto ate o momento do consumo contendo pacotes de 2kg acondicionados em caixas lacradas com 10kg devera constar na embalagem dados de identificacao procedencia informacoes nutricionais ndeg de lote data de validade quantidade do produto ndeg do registro no sif sie ou sim com prazo de validade minimo de 30 dias a partir da data de entreg; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;25;700;116;584
825;sabonete liquido 05l para limpeza das maos com as seguintes propriedades fisicoquimicas ph 100%  55  60 aparencia e odor liquido azul branco ou verde perolado e perfumado densidade 1005  1008 gcm viscosidade 1000  15000 cps viscosimetro fungilab visco basic spindle 320 rpm temperatura 20 a 25  solubilidade na agua 100% diluicao pronto para usar sem diluir volatil fragrancia volatil apresentar registro do produto junto ao ministerio da saudeanvisa e autorizacao de funcionamento da empresa  afe no caso do licitante ser distribuidor apresentar afeanvisa como distribuidor apresentar ficha de informacao de seguranca de produto quimico  fispq de acordo com nbr 14725 contar galao 5 litr; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;25;688;116;572
236;aparelhos e utensilios domesticos purificador de agua 36 litros  purificador voltagem 110220v e purificador de agua minimo 36 litros  purificador voltagem 127 v especificacoes minimas eficiencia energetica 008 kwl volume interno minimo 36 l fornecimento de agua gelada 12 lh temperatura de resfriamento 10 c a 50 f vazao maxima 60lh compressor tipo tripla filtragem medidas aproximadas de largura 30 cm altura 425 cm profundidade 49 cm peso aproximado 262kg caracteristicas adicionais agua gelada e natural aparelho ligado a rede de abastecimento de agua devera acompanhar todos os componentes necessarios para instalacao manual de utilizacao em portugues garantia de fabrica minima de 12 mes; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;24;692;116;576
238;arla 32 litro  solucao de ureia certificada de alta qualidade e pureza e um reagente que utiliza juntamente com o sistema de reducao catalistica seletiva  rcs  para reduzir quimicamente as emissoes de oxido de nitrogenio presentes nos gases de escape dos veiculos a diesel e uma solucao de 325  ureia de alta pureza em agua desmineralizada que e transparente nao toxica e de manuseio seguro nao e explosivo inflamavel ou danoso ao meio ambiente e classificado como produto de categoria de risco minimo no transporte de fluidos nao e um combustivel ou um aditivo de combustivel e precisa ser utilizado em um tanque especifico em seu veiculo o abastecimento e feito em forme semelhante ao diesel; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;24;693;116;577
295;bola campo society a peca possui 11 gomos fusionados atraves de uma camada de dupla colagem e conta com as tecnologias kick off neogel e termotec garantindo o quique ideal para grama alem disso sua camara 6d e fabricada com borracha butilica e apresenta 6 discos posicionados simetricamente assegurando maior equilibrio e alta precisao ja seu miolo lubrificado e removivel conta com o sistema capsula sis e carrega um bico alongado que isola a agulha e retem o ar kick off oferece maior precisao em passes e chutes menor quique e melhor controle para o jogador termotec 0% absorcao de agua e permite o uso da bola em condicoes de chuva intensa garantindo a precisao e leveza na hora do chute neogel; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;24;698;116;582
296;bola campo a peca oferece um tecido ecologico desenvolvido a partir de fios de poliester reciclados de garrafas pet conta com a tecnologia termotec sem costura oferecendo formato 100% esferico com 0% absorcao de agua alta durabilidade e maciez extra ha ainda em sua estrutura o sistema neotec composto de amortecimento interno exclusivo com 45mm de espessura que proporciona maior conforto aos chutes e diminui o impacto no cabeceio alem disso o miolo e lubrificado e removivel e conta com o sistema capsula sis que isola a agulha e protege a camara composicao poliuretano tecnologia termotec miolo removivel e lubrificado costura nao origem nacional peso aproximado 430 450 g circunferencia aproximada 69  71 cm; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;24;712;116;596
344;cabine  para ser utilizada em 03 tres ou mais dias de evento cabine de banheiro quimico em polie cabine  para ser utilizada em 03 tres ou mais dias de evento cabine de banheiro quimico em polietileno modelo standard equipado com papel higienico desinfetante quimico piso antiderrapante e sinalizacao livreocupado em perfeito estado nao sera aceita cabine com portas sem fechadura ou danificado o banheiro devera ter assepsia com caminhao tanque equipado com agua para higienizacao das cabines a limpeza devera ser completa durante todos os dias durante o evento uma unica vez por dia a empresa devera ter licenca ambiental apresentado juntamente com a proposta para comprovacao do tratamento dos dejet; servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top;24;701;111;590
534;filtro de agua em aco inoxidavel 304 novo de fabrica devendo cumprir as minimas exigencias a seguir capacidade minima 1000 lh mil litros por hora no minimo 5 cinco camadas de cristais de quartzo com durabilidadetroca a cada 2 dois anos no minimo e carvao ativado sistema de retrolavagem a cada 15 quinze dias agua tratada sistema de retencao de particulas de areia argila e outras substancias organicas altura minima 1060 mm largura minima 310mm diametro minimo 250mm volume minimo 49 l a tubulacao do filtro devera ser toda de ? em aco inox soldado devera possuir selo de certificacao do inmetro garantia do aparelho de no minimo 03 tres anos de fabr; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;24;651;116;535
582;grupo gerador de potencia minima de 7568 kva grupo gerador de potencia minima de 7568 kva intermitentecontinua fator de potencia 08 indutivo dotado de quadro de comando automatico na tensao de 220127vca  60 hz  motor diesel 4 ou 6 cilindros  sistema de amortecedores de vibracao  sistema de governo eletronico  sistema de arrefecimento  radiador  ventilador  e bomba centrifuga  filtros de ar tipo seco e lubrificacao com elementos substituiveis  sistema eletrico 12 vcc dotado de alternador para carga de bateria  sistema de protecao por termometro e pressostato alta temperatura da agua e baixa pressao  do oleo de lubrificacao  sistema preaquecimento  alternador trifasico sem escovas com regulador automatico de tensa; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;24;721;116;605
706;maquina eletrica de cortar cabelo linha profissional fabricacao no brasil com identificacao do inmetro motor shunt super potente de 9 w  v9000 motor vibratorio e silencioso indicador de ajuste de potencia na maquina alavanca reguladora de nivel de corte e de textura sem trocar de lamina 220 v 60 hz lamina em aco inox a prova d'agua medindo 10 x 10 x 28 cm l x a x p pesando 500g plug bipolar com marca de identificacao do inmetro e pinos arredondados embalagem com identificacao do inmetro incluido 4 quatro pentes ajustaveis 3 6 10 13 mm 1 uma escova de limpeza 1 um oleo lubrificante 1 um pente de cabelo 1 um protetor de lamina e um manual em portugues com certificado de garant; servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top;24;683;111;572
844;servico de desinfeccao quimica e limpeza geral de caixa d'agua e reservatorio d'agua no cem  jose inacio  rodovia de ligacao  mg 480 km 20  contenda quantitativo da unidade  1 caixas d'agua de fibra elevadas de 1000 l  1 reservatorio de fibra inferior de 5500 l  2 caixas d'agua de amianto elevadas de 1000 l e de 500 l unidade situada na zona rural a uma distancia de 30 km da sede da secretaria de educacao a cada execucao deverao ser emitidos os laudos tecnicos elaborados porprofissional devidamente registrado no conselho regional de quimica e no ministerio da saude conforme exigencia da portaria rdc n 21614 da vigilancia sanitaria  1 caixa d'agua de amianto elevada de 500 l; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;24;682;116;566
970;turbidimetro de bancada equipamentos em conformidade com a portaria 5182004 do ministerio da saude modo de medicao ntu ebc nefelometrico abs%t ou cu faixa minima de 0 1000 ntu precisao  2% de leitura sensores para correcao de erros de cor agua aparelho microprocessado padroes prontos para facilitar calibracao gabinete livre de corrosao saida para computador tipo rs232 impressora embutida lampada de vida util minima 8800 horas indicador de leitura estavel calibracao automatica com 5 padroes alimentacao 110220 volt fonte de luz led ou lampada de tungstenio incluso minimo 5 cubetas padrao de turbidez 01 cubeta de amostra suporte para cubetas manual de instrucoes equipamento com garantia minima de 12 meses apresentar catalogo para analis; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;24;743;116;627
404;caixa termica com termometro digital 45 litro caixa termica com termometro digital 45 litro traz em sua composicao o isolamento termico alem de ser leve atoxica e de facil higienizacao desenvolvida em modelo compacto de 45 litros possui alca rigida com trava de seguranca que impede a abertura acidental da tampa e permite total vedacao caixa termica com termometro externo que mede a temperatura atual maxima e minima do conteudo interno termometro de maxima e minima produzido em material de alta resistencia revestimento interno em poliuretano pu que auxilia no isolamento termico capacidade para 15 litros facil higienizacao temperatura externa atraves de cabo e sensor maxima e minima funcao ocof ima de fixacao em objetos metalicos resistencia a agu; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;23;755;116;639
459;cone barril material cilindrico fabricado em polietileno de baixa densidade com protecao contra raios uv resistente a intemperies sol e chuva com 123 m de altura com 3 fitas adesivas refletivas de alta visibilidade de 7cm cada com rebaixo individual para a protecao das mesmas na parte superior possuir alca para facilitar o transporte e orificio para encaixe de pisca de advertencia externo ou interno sinalizador noturno base quadrada de 60 cm x 60 cm com area externa para personalizacao e area interna para encher com agua ou areia  na parte inferior possuir 4 elevacoes para passagem de agua peso do cone 70 kg na cor laranja devera ser impressa ou silkada a logomarca da transcon conforme padrao da autarqu; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;23;712;116;596
72;acem moido  acem moido   carne bovina de segunda embalada em sacos resistentes com peso de 1kg produto com registro no sifima limpa resfriada a uma temperatura nao superior a 4 c apresentando no maximo 6  de gordura e 3  de agua sem cartilagem ou osso proveniente da moagem de animais sadios abatidos sob inspecao veterinaria a carne deve apresentarse livre de parasitos e de qualquer substancia contaminante que possa alterala ou encobrir alguma alteracao caracteristicas organolepticas devem estar todas normais nao sera permitida a obtencao do produto a partir de moagem de carnes oriundas da raspa de ossos e carne mecanicamente separada nao serao permitidos aditivos e coadjuvantes de tecnologia elaboracao necessario a apresentacao de certificado sanitario conforme legislacao vigente deve ter data de validade superior a 6 meses apos a data de entreg; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;22;857;116;741
768;purificador de agua natural e gelada compressor 220v purificador de agua natural e gelada ligado a rede de agua tratada suporte para instalacao na parede duas torneiras ajuste de temperatura refrigeracao compressor refil tripla filtragem queretem particulas de barro areia ferrugem sedimentos reduz o cloro e elimina sabores e odores indesejaveis refil girou trocou gas 134a inofensivo a camada de ozonio reservatorio com nanotecnologia capacidade do reservatorio 3 litros depositode agua com serpentina externa caldeira em aco inox com resistencia tipo cinta externa boias de controle de nivel da agua e de seguranca  vazao 60 litroshora  voltagem 220 v  frequencia 60hz potencia 100watts cor branco garantia e segurancain metro 12 meses de garantia dimensao altura 4100cm largura 3200cm profundidade 3600 cm peso 13quil; servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top;22;821;111;710
909;tinta acrilica fosca  cor l 110  linha fachada lata 18 litros  composicao agua resina 100  acrilica elastomerica em dispersao aquosa aditivos pigmentos isentos de metais pesados cargas minerais espessantes tensoativos fungicida e bactericida a base de isotiazolinonas voc  compostos organicos volateis  valor obtido atraves da norma europeia din en 118901 = 0  01 gl voc  compostos organicos volateis  valor obtido atraves da norma internacional astm d 396005 = 0  01 gl solidosmassa  valor obtido atraves da norma abnt nbr 153152005 = 48  59   solidosvolume = 34  45   densidade = 123  136 gcm3 ph  astm e70  metodo de teste padrao para ph de solucoes aquosas com o eletrodo de vidro = 80  110 atender a abnt nbr 117022010 embalagem rendimento m2demao = lata 18 l ate 275 m2; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;22;775;116;659
227;alimento nutricional completo para nutricao enteral ou oral normocalorico na diluicao padrao sabor baunilha e morango  embalagem de 400 gramas tabela de dosagem 10 kcalml  caracteristica osmolalidade 350 mosmkg de agua ingredientes maltodextrina oleo girassol proteina isolada de soro de leite de vaca sacarose caseinato de potassio oleo de canola hidroxido de sodio carbomato de calcio cloreto de magnesio vitamina c taurina lcarnitina sulfato ferroso vitamina e sulfato de zinco vitamina a niacina pantotenato de calcio vitamina d sulfato de manganes vitamina b6  sulfato de cobre vitamina b1 vitamina b2 acido folico iodeto de potassio selenito de sodio cloreto de cromo molibdato de sodio vitamina k biotina vitamina b12 emulsificante lecitina de soja e aromatizante nao cotem gluten alergicos contem derivados de soja e leit; servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top;21;829;111;718
515;eliptico mecanico individual azulverde claro melhora a flexibilidade dos membros inferiores quadril membros superiores e a funcao cardiorrespiratoria estrutura metalica equipamento produzido a partir de tubos e chapas em aco carbono de alta resistencia sob dimensoes de 2    1    1  e 38 com espessuras minimas de 200 mm  orificios tubulares extremidades superiores inferiores e moveis blindados em chapa 14 tornandoo insensivel a penetracao de agua  utilizando eixos macicos e usinados para rolamentos duplos  tipo zz  solda processo mig pintura submetido a tratamento especial de superficie para o metodo eletrostatico epox utilizando misturas de resinas em poliester de alta resistencia a meteorizacao componentes polipropileno e pvc flexivel parafusos aco zincado dimensoes altura 1492 mm  largura 800 mm  profundidade 1215 mm  peso 278 kg  area 097 m   ; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;21;858;116;742
641;linguica tipo calabresa cozida e  defumadacarne suinasem ossoslimpapobre em gorduras e com baixo teor de condimentostemperada com especiarias naturais e embutida em envoltoris naturaispacotes de polietilenohermeticamente fechadosisenta de substancias que sejam improprias ao consumo e que alterem suas caracteristicase proibido o uso de cmscarne mecanicamente separadadevera apresentar parametros de acordo com a instrucao normativa ndeg 4 31 de marco de 2000 e ser entregue congeladaem embalagens originais de fabrica de 5 kg apresentando rotulo de acordo com a portaria ndeg 371 de 04 de setembro de 1997 com aspecto caracteristicocor propria sem manchas pardacentas ou everdadasodor e sabor proprio com adicao de agua ou gelo no maximo 3%devera ser entregue congeladaembalagem de 5 kgdeve possuir sifservico de inspecao federal ou imainstituto mineiro de agropecuaria 19644; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;21;876;116;760
678;luva de protecao contra vibracao antivibratoria  caracteristicas as luvas sao especialmente formuladas com latex natural que possui excelente funcao antiderrapante e resistencia ao desgaste efetivamente evite a colisao e o aperto causados pela industria de manuseio e proteja totalmente suas maos o design da impressao de bloqueio e botao na parte de tras da mao pode efetivamente apertar o pulso e evitar que ele caia suporte para uso repetido conveniente para limpar basta enxaguar com agua secalo e colocar em um local ventilado apos o uso protecao ambiental seguro e nao poluente excelente desempenho respiravel ao usar martelo para bater e perfurar furos as luvas podem evitar danos causados por fortes vibracoes especificacao material latex cor mostrado como imagem quantidade 1 par comprimento 26 cm peso do pacote aprox 109g funcao antivibracao protecao contra impacto resistencia ao desg; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;21;896;116;780
696;macarrao tipo espagueti c 500 g macarrao espagueti vitaminado nao fermentado obtido pelo amassamento da farinha de trigo especial com agua adicionada de ovos massa seca com ovos fabricada a partir de materias primas selecionadas sas limpas e de boa qualidade preparada com 3 ovos por quilo no minimo correspondente a 0045g de colesterol por quilo sem adicao de corantes tendo no maximo umidade de 13% livre de materia terrosa parasitas larvas e detritos animais e vegetais contendoa vitamina a complexo b nicotinamida pp e ferro ao serem postos em agua nao deverao turvala antes da coccao embalagem sacos de polietileno atoxico transparente reforcado de 500 g podera ser adicionado apenas corantes naturais as massas deverao trazer no rotulo a designacao expressa de sua natureza rotulagem nutricional obrigatoria devera ser entregue no maximo 30 dias apos o empacot; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;21;866;116;750
842;servico de coquetel 1  composto por sucos 2 sabores refrigerantes agua mineral coquetel nao alcoolico salgadinhos sortidos frutas frios paes e pastas servico de garcom e preparo do ambiente c arranjos de tolhas de mesa cadeiras e material de servico e transporte de equipamento observacao p cada evento a contratada devera considerar o numero de 100 pessoas podendo somar os quantitativos em eventos c maior numero de pessoas presentescada evento tem a duracao maxima de 6 horaso buffet devera calcular a quantidade de cada alimnentacao e bebidas pelo numero de convidados especificados nos topicos de cada itemos vasilahames devem ser de louca ou vidro nao podendo ser descartaveisos talaheres deverao ser em inox nao podendo ser descartaveisdos servicos contratados de alinentacao e bebibdas as sobras deverao ser embaladas e entregues ao acontratantepara cada servico sera definido o cardapio nao sendo necessariamente tudo que esta descrit; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;21;943;116;827
927;tinta latex acrilica lavavel premium acabamen tinta latex acrilica lavavel premium acabamento fosco suave cores variadas  18 litrosespecificacao tinta latex tipo acrilica lavavel desempenho premium com alta cobertura e resistencia e baixo respingamento a base de resina de copolimero estireno acrilico polimeros vinilicos pigmentos ativos cargas inertes coalescente espessastes tensoativos bactericidas e fungicidas aditivos e agua solvente a base de agua sem cheiro apos secar poder cobertura seca min de 6m2l e cobertura de tinta umida mn de 90% voc de 10 a 25 gl isenta de metais pesados solidos em volume 3043% acabamento fosco suave rendimento aproximado de 60m2l na para superficies externas e internas de reboco massa acrilica textura em concreto fibrocimento e internas de massa corrida e gesso devidamente preparado validade minima de 12 meses apos o receb; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;21;865;116;749
940;torneira para tanque 14 de volta metal e destinada para aplicacao em tanques e tambem em areas externas de jardim ou quintal o produto e fabricado todo em metal tanto o corpo da torneira como a alavanca de abertura o sistema de fechamento e 14 de volta isso significa que voce ira abrir e fechar a torneira com movimento rapido e facil essa torneira acompanha um bico para encaixe de uma mangueira a instalacao e simples sera necessario passar um fita veda rosca  sempre no sentido horario na rosca da torneira e apos rosquear na sua saida de agua a torneira possui bitola de 12   mas acompanha adaptador para 34   o produto e fabricado no brasil e fornecemos assistencia tecnica e todas as pecas de reposicao material latao cromado de alta resistenciaacionamento 14 de voltabitola  12  mas acompanha adaptador 34 fixacao pared; servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top;21;827;111;716
53;150203  fornecimento e instalacao de rodapes ceramica h = 10cm sera medido por comprimento de rodape colocado m o item remunera o fornecimento de rodape em placa ceramica esmaltada de primeira qualidade  classe a ou classe extra  conforme anexo a da nbr 13818 indicado para pisos internos sujeitos a lavagem frequente com as caracteristicas a dimensoes 10 x 30 cm b media absorcao de agua 3%< abs < 6% grupo biia  semigres   c resistencia quimica classe a  alta resistencia quimica a produtos domesticos e de piscinas  d resistencia ao manchamento classe de limpabilidade 5 e carga de ruptura > 1000 n f resistencia a abrasao superficial classe v pei5 g resistencia ao risco escala mohs > 5 h resistente a gretagem i resistente ao choque termico j coeficiente de atrito > 040  classe 2  remunera tambem o fornecimento de argamassa colante industrializada tipo aci e a maodeobra necessaria para a  execucao dos serv; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;20;914;116;798
235;aparelho de anestesia aparelho de anestesia ventilacao micro processadaajuste digital para pressaoajuste digital para frequencia respiratoriaajuste digital de tempo inspiratoriopressao maxima obtida pela ventilacaopressao atual pulmonarrelacao inspiracao expiracaopossibilita ciclar por pressao volume e tempovaporizador ambar  ajustes para diferentes tipos de anestesicospeso 19kgdimensoes 43x130x46cmgarantia 2 anosbisturi eletronico bp 100 plus analogico com controle digital e independente das potencias para corte blend e coagulacao alarme de seguranca que bloqueia todos os circuitos em caso de rompimento do cabo da placa neutra saidas totalmente isoladas teclas totalmente blindadas e a prova de liquidos pedal contra penetracao nociva de agua ventilacao por convencao natural permite o uso de placa neutra simples descartavel sem uso de um acessorio especificopotencia de saidacorte 100 w carga 500 ohmsblend 60 w  carga 500ohm; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;20;936;116;820
255;bebedouro eletrico acessivel  bebedouro eletrico tipo pressao acessivel para fixacao em parede com sistema de filtragem que inclua retencao de particulas piii e reducao de cloro cl dimensoes e capacidade altura maxima 625 mm largura maxima 465 mm profundidade maxima 490 mm fornecimento minimo de agua gelada 6 lh caracteristicas  pia em aco inox polido gabinete em aco inox ou chapa eletrozincada torneiras em latao cromado de facil e suave acionamento acionamento eletrico mediante botoes independentes para agua gelada e natural identificacao dos botoes com indicacao em texto e para leitura tatil braille duas torneiras em haste para copo com jato regulavel obs visando melhores condicoes de higiene para as criancas o bebedouro nao tera torneira tipo jato para bocareservatorio de agua em aco inox aisi 304 serpentina externa com isolamento termico previsoes para limpeza higienizacao e dreno mangueiras atox; servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top;20;913;111;802
261;bebedouro industrial c 03 torneiras capacidade p 150 litros com regulagem de temperatura agua com temperatura ate 23oc e resfriada para faixa de 2oc a 7oc em tempo minimo tecnologia de isolamento em poliuretano acabamento externo em aco inoxidavel dentro do deposito para agua devera conter uma serpentina confeccionada em tubo de cobre com revestimento em pintura a po eletrostatica na cor branca unidade condensadora c baixo nivel de ruido e baixo consumo de energia com filtro de carvao ativo que remove impurezas residuos e odor da agua pia de escoamento em vacumform pes com regulagem de altura 2 torneiras metalicas para saida de agua com grande vazao padrao das torneiras 1 jardim2 pressao medidas profundidade com a pia 740mm altura 1520mm largura da base 715mm profundidade da base 560mm consumo de energia 127v 1890 kwhmes motor 14 cv eficiencia energetica 127v 0011 kwl capacidade de refrigeracao 127v 1100 lh certificado de acordo com a p; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;20;950;116;834
458;composto lacteo adicionado de vitaminas minerais e fibras combinacao exclusiva de calcio proteina e vitamina d sem adicao de acucares rico em selenio vitamina d e b12 fonte de calcio fosforo zinco cobre vitaminas a e k c b1 b6 acido pantotenico e biotina e sem adicao de sacarose e de outros acucares* sem gluten  contem lactose contem fibras soluveis e sem sabor podendo ser reconstituido com agua ou ser adicionado ao final de receitas doces e salgadas  contem acucares proprios dos ingredientes desenvolvido para adultos maiores de 50 anos com necessidades de complementos nutricionais beneficios calcio e vitamina d auxiliam na manutencao de ossos fortes proteina contribui na manutencao dos musculos vitaminas b1 b2 b3 b5 b6 e biotina contribuem para uma producao e liberacao de energia zinco e vitamina c contribuem para o sistema imunologico ferro auxilia na formacao das celulas vermelhas caracteristicas tecnicas fonte de macronutrientes gorduras  31%; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;20;960;116;844
502;detergente  aditivo alcalino para lavagem de roupas indicado como reforcador alcalino tanto na prelavagem como na lavagem de roupas quando associado a um detergente age de forma ideal em todas as sujidades principalmente com fluidos corporais e sujidades de oleos graxas e gorduras tem funcao de dilatar as fibras dos tecidos e abrir espaco para o detergente agir de forma mais eficiente  diluicao 0110  embalagem 50 litros  por se tratar de produto para diluicao em agua o fornecedor oferecera em comodato o dosador de produtos com opcoes de 15 processos de lavagem parametrizacao com 3 niveis de aga e automocao do processo atraves de bombas hidraulicas controle do nivel de agua na lavadora  e descarte de agua atraves de pistao pneumatico manutencoes preventivas e corretivas pontuais  sempre que solicitado sem custos ou taxas de deslocamento  exigencias quanto ao produto anvisa fispq fca de especificacao tecn; servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top;20;916;111;805
