ID,dsc_item,melhor_classif,match_score
784,refrigerante a base de cola 2 litros  refrigerante em garrafa descartavel de 2000ml sabor cola  agua gaseificada  extrato de noz de cola cafeina corante amarelo iv acidulante ins 338 e aroma natural nao contem gluten nao alcool, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,39
785,refrigerante composto de extrato de cola 2 l  composto agua gaseificada sacarina sendo permitido vegetais cafeina corante caramelo isento de corantes artificiais livre de sujidades parasitas larvas acondicionado em garrafas  pet  com tampa de rosca contendo 02 litros devera apresentar validade minima de 03 meses a partir da data de entrega de acordo com a lei federal no 891894, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,34
786,refrigerante composto de extrato de guarana agua gaseificadaacucarextrato de semente de guaranacorantes artificiais livre de sujidades parasitas e larvas acondicionado em garrafa pet de 2 litros marca sugerida antarc, servicos de engenharia durante a fase de construcao e de instalacao de obras de engenharia civil,43
787,refrigerante de cola  composto de agua gaseificada acucar extrato de noz de cola cafeina corante caramelo iv acidulante ins 338 e aroma nat, servicos de agenciamento de transporte de carga e outros servicos auxiliares de transport,46
788,refrigerante de cola preparado com agua carbonatada   acucar   cafeina   extrato de noz de colaacidulante ins 330  conservador ins 211  corante ins 110  acidulante ins 338  conservador ins 211, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,42
789,refrigerante de laranja 2 litros  refrigerante em garrafa descartavel de 2000ml sabor laranja  agua gaseificada  acucar suco natural de laranja 10% aromaartificial acidulante ins 330 conservador ins 211 estabilizantes ins 444 e ins480 corante artificial ins 110 nao contem gluten nao alcool, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,36
790,refrigerante de limao agua gaseificada acucar suco concentrado de limao aroma natural acidulante acido citrico conservadores benzoato de sodio e sorbato de potassio nao contem gluten valor energetico porcao de 200 ml 83 kl acucares 21g gorduras totais 0g gorduras saturadas 0g sodio 15mg 25% de suco pet de 02 litros referencia referencia soda sprite ou de  melhor qualidade , servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,34
791,refrigerante ingredientes agua gazeificada acucar extrato de noz de cola cafeina corante caram, servicos de engenharia durante a fase de construcao e de instalacao de obras de engenharia civil,47
792,refrigerante sabor guarana 2 lt fd c 06 unid comp agua gazeificada extrato vegetal de guarana aroma natural conservador ins 211acidulante 330 corante ins 150d edulcorantes artificiais ascarina sodica 160mg e ciclamata de sodio 697mg gel, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,39
793,refrigerante sabor guarana em garrafa pet 02 litros sabor guarana possuir os seguintes ingredientes agua gaseificada acucar extrato de guarana acidulante acido citrico aromatizante corante caramelo iv  conservadores sorbato de potassio e benzoato de sodio  e para uma porcao de 200ml possuir em sua composicao o limite maximo de 11mg de sodio e minimo de 20g de acucares marca sugerida antartica ou similar em qualidade apresentar amostra no prega, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,32
794,refrigerante tipo guarana  02 litros  refrigerante em garrafa pet  tipo guarana embalagem com 02 litros  agua gaseificada com aroma natural de guarana nao alcool, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,43
795,refrigerante zero acucar a base de extrato de cola composto de guarana agua gaseficada adocantes isento de corantes artificiais livre de sujidades parasitas e larvras condicionado em garrafas pet com tampa der, servicos gerais de construcao de estradasexceto elevados ruasviasestradas de ferro e pistas de aterriz,42
796,registro de agua da cuspid, tecido em algodao cru,54
797,registro de gaveta bruto latao roscavel 2 instalado em reservacao de agua de edificaca, servicos de manutencao e instalacao de equipamentos de tic,51
798,remover instalar manga eixo   kombi agu, removedor tinta impressao digit,54
799,reparo bomba d'agua  caminhao mercedes 1214 om 366 ano 9393, oleo  combustivel graduacao comercial  bunk,41
800,reparo bomba d'agual10  lote 07, goma de mascar  chiclete ,49
801,reparo da bomba d'agua*, aparelho de barbear descarta,54
802,requeijao cremoso pote 500gcreme de leite soro de leite caseinato de calcio agua sal cloreto de calcio fermentos lacteos enzima protease estabilizantes polifosfato de sodio e difosfato de sodio conservante sorbato de potassio nao contem gl, servicos de leasing ou aluguel de televisores radios gravadores de video e equipamentos e acessorios correlat,41
803,reservagua radiador hlf8198, esteira caixa cl,50
804,reservatorio agua rad lote 33, vestuario para proteca,54
805,reservatorio agua radiador vw up 2014 reservatorio agua radiador  vw up! 2014, servicos de preservacao e relacionados com mus,47
806,reservatorio aguasprinter 313, aspirador po  agua  industr,53
807,reservatorio caixa d agua cilindro vertical com fundo conico  com 4 pes com altura padrao 500mm para reservacao de agua potavel fabricada em aco carbono minimo de 5mm resistente as acoes externas como sol chuva entre outros fabricadas de acordo com as normas abnt com estrutura de sustentacao e perfil enrijecido duplado de 200mm na chapa de 5mm com sapata de sustentacao na espessura de 16mm com furo para parafuso chumbador volume 50000 litros com escada interna e externaguarda corpo na escada externa e grade de seguranca no teto pintura da superficie interna realizada com aplicacao de fundo e acabamento em epoxi de poliamida atoxico e anti corrosivo de alta impermeabilidade na cor azul piscina com certificado de potabilidade com espessura final de 180 a 200 microns com certificado de potabilidade pintura da superficie externa realizada com aplicacao de fundo primer epoxi eacabamento em epoxi pu atoxico e anti corrosivo de alta impermeabilidade na c, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,20
808,reservatorio caixa d'agua tipo tanque de 5000 litros tanque vertical polietileno 5000l   tampa de 14 de volta com travamento total   materiais da estrutura em polietileno   reservatorio tipo cisten, servicos gerais de construcao de estradasexceto elevados ruasviasestradas de ferro e pistas de aterriz,41
809,reservatorio d agua radiador  2 polos 20192020 placa qxg2931  qxg2935, servicos de radiodifusao  programacao e agend,43
810,reservatorio d agua radi, servicos de guias turis,62
811,reservatorio da agua do radiador  2, servicos de fabricacao realizados em met,55
812,reservatorio de agu, servicos de art,63
813,reservatorio de agua do radiador tor, servicos de guias turis,57
814,reservatorio de agua fiat uno 1213, servicos de guias turis,55
815,reservatorio em metal com capacidade de 50000 mil litros de agua em formato cilindrico , servicos de instalacao de pilotis e cimentacao de fundacaoalicerc,50
816,reservatorios agua  toyota eti, servicos de agencias de notic,53
817,resina a base de agua incolor 36l , pintura a base de col,61
818,revelador revelador  composicao agua dietileno glicol hidroquinona e carbonato de potassio forma fisica liquido  indicado para o processamento manual de filmes radiograficos dentais intraorais embalagem c 500ml, servicos de instalacao da maquinaria e dos equipamentos medicos profissionaise instrumentos de precisao e o,42
819,rodo para agua com cabo de madeira tamanho medio borracha dupla  rodo para agua com cabo de madeira tamanho medio borracha dupl, servicos do comercio por atacado prestado por comissao ou   por contratode maquinariaequipamentos e supr,47
820,sabao em barra embalagem com 5 barras composicao sabao de acidos graxos de cocobabacu sabao de acidos graxos de sebo sabao de acidos graxos de soja linear alquil benzeno sulfonato de sodio coadjuvante glicerina agente antiredepositante fragrancia pigmentos e agua embalagem constando dados de identificacao do produto data de validade e registro no ministerio da saude apresentacao pacote com 5 barras de 200 gram, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,32
821,sabao em barra composicao sabao de acido graxo de cocobabacu sabao de graxos de sebo sabao de acido de soja cloreto de sodio glicerina silicato de sodio e agu, servicos de promocao e apresentacao relacionados as artes cenicas e outros espetaculos ao v,46
822,sabao em tablete composicaoglicerina  sais inorganicos  coadjulvantes  pigmento e agua  200 gramas  embalagem contendo 05 unidades e notificacao da anvis, licenciamento  de direitos  permanentes  sobre  programas decomputador e locacao de softw,45
823,sabao enzimatico  enzima protease enzima lipase enzima alfa amilase nonilfenol etoxilado 95 eo alcool isopropilico estabilizantes corante essencia conservnte e agua deionizada , servicos de pesquisaanalise e desenvolvimento em tecnologiada informacao e comunicacao tic,41
824,sabao em po embalagem de 1kg composicao alquil benzeno sulfonato de sodio alquil dimetil hidroxietil cloreto de amonio tripolifosfato de sodio silicato de sodio carbonato de sodio carboximetilcelulose de sodio pigmento azul 44'bis 2  sulfoestiril binenicol dissodico acido 44 diamino estilbeno n22 dissulfonico sulfato de sodio silicone enzimas perfume e agu, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,33
825,sabonete liquido 05l para limpeza das maos com as seguintes propriedades fisicoquimicas ph 100%  55  60 aparencia e odor liquido azul branco ou verde perolado e perfumado densidade 1005  1008 gcm viscosidade 1000  15000 cps viscosimetro fungilab visco basic spindle 320 rpm temperatura 20 a 25  solubilidade na agua 100% diluicao pronto para usar sem diluir volatil fragrancia volatil apresentar registro do produto junto ao ministerio da saudeanvisa e autorizacao de funcionamento da empresa  afe no caso do licitante ser distribuidor apresentar afeanvisa como distribuidor apresentar ficha de informacao de seguranca de produto quimico  fispq de acordo com nbr 14725 contar galao 5 litr, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,25
826,sabonete liquido de boa qualidade destinada a limpeza suave das maos e do rosto ph 100% 55 ? 60 aparencia e odor liquido azul perolado e perfumado densidade 1005 ? 1008 gcm3 viscosidade 1000  15000 cps viscosimetro fungilab visco basic spindle 320 rpm temperatura 20o a 25o solubilidade na agua 100% sem diluir pronto para usar embalagem galao de 5 litr, servicos de instalacao da maquinaria e dos equipamentos medicos profissionaise instrumentos de precisao e o,33
827,sabonetecomposicao sais sodicos de acido graxos hidroxido de sodio glicerina cloreto de sodio formaldeido  dislirilbifenil dissulfonato dissodico edetado tetrassodico etidronato tetrassodico proteina de trigo gidrolisada fragrancia agua e corantes ci uso externo dermatologicamente testado peso liquido 125g, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,36
828,saco para mudas 18x24cm sacos para muda em polietileno de baixa densidade com furos para a drenagem da agua com sanfonas laterais e solda no fundo  os saquinhos garantem uma germinacao perfeitas das sementes e plantas mais fortes e vigorosas  produto muito resistente pratico e pronto pra ser usado  material plastico preto proprio para muda  cor pret, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,36
829,saco plastico esterio descartavel de 120ml para coleta de amostra de agua ctiossulfato pacote100, servicos de instalacao de maquinaria e de equipamentos industriais de manfatura e serv,49
830,selador  aplicacao fundo preparador para parede cor incolor acabamento transparente composicao emulsao acrilica modificada a base de agua utilizacao uso interno e extern, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,46
831,seladora para madeira a base de agua 36 litrosnbr 11702, solvente de tinta a base de malt,48
832,sensor agu, vertedor agu,61
833,sensor de temperatura d agua  fiatdoblo elx 14 ano 2016, servico de perfuracao de pocos de agua e instalacoes de sistemas sep,50
834,sensor de temperatura de agua caminhao iveco 170e22  6 cilindro sensor de temperatura de agua caminhao iveco 170e22  6 cilindr, servicos de engenharia durante a fase de construcao e de instalacao de obras de engenharia civil,46
835,sensor temperatura agua caminhao bau, estojo para maquina graf,52
836,sensor temperatura agua spin ltz 18 20152016 pwi 0686, tempero culinario  condimento  em p,40
837,ser med manip acido acetico 3%  agua destilada qsp 100 ml fr  com 100ml, servico do comercio por atacadoexceto os prestados por comissao ou por contrat,45
838,serra para cortar pisoasfalto a gasolina 4t  diam disco diam furomm 350254mm  rotacao maxima do disco de 3600rpmprofundidade de corte de 0mm a 120mm potencia do motor de 9hpa 15hp  4 tempos tanque de combustivel l 53 capacidade do tanque de agua l 15 peso 93kg dimensoes do equipamentocxlxa mm 1650x480x950, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,33
839,servtranspescdiurnorota 1veic12lugmot veiculo de 12 lugares incluindo motorista  rota 1  diurno   saida distrito merces de agua limpa povoado capao das flores fazenda da floresta alto do donato fazenda da prata fazenda do marden faz, servicos gerais de construcao de estradasexceto elevados ruasviasestradas de ferro e pistas de aterriz,39
840,servico caixa d`agua de polietileno com tampa 1000 l setop hiddag015, servicos de gerenciagestao de projetos relacionados com a  construca,51
841,servico de contratacao de 01 um caminhao pipa com capacidade minima de 80 mil litros para transportar e abastecer agua potavel as seguintes localidades assentamento divididatabuleirinho e grota do escuro durante o periodo de 12 doze meses atendendo as necessidades basicas de aproximadamente 100 familias dessas comunidades rurais desse municipio que nao dispoe de sistema adequado de abastecimento de agua e nem estao proximas a nascentes ou riach, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,33
842,servico de coquetel 1  composto por sucos 2 sabores refrigerantes agua mineral coquetel nao alcoolico salgadinhos sortidos frutas frios paes e pastas servico de garcom e preparo do ambiente c arranjos de tolhas de mesa cadeiras e material de servico e transporte de equipamento observacao p cada evento a contratada devera considerar o numero de 100 pessoas podendo somar os quantitativos em eventos c maior numero de pessoas presentescada evento tem a duracao maxima de 6 horaso buffet devera calcular a quantidade de cada alimnentacao e bebidas pelo numero de convidados especificados nos topicos de cada itemos vasilahames devem ser de louca ou vidro nao podendo ser descartaveisos talaheres deverao ser em inox nao podendo ser descartaveisdos servicos contratados de alinentacao e bebibdas as sobras deverao ser embaladas e entregues ao acontratantepara cada servico sera definido o cardapio nao sendo necessariamente tudo que esta descrit, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,21
843,servico de cronometragem servico de cronometragem eletronica a ser realizado nos eventos de corridas de rua trail running e ciclismo conforme detalhadamento do servico que segue abaixo 01 tapete ou similar antenas de 25 metros carregadores e cabos de rede 200 unidades de numeros de peito e chip descartavel identificador de atletas para as corridas de rua 300 unidades de numeros de peito e chip descartavel identificadores de atletas para trail running e  200 unidades de numeros de peito e chip descartavel identificador de atletas para eventos de ciclismo em alta resolucao em policromia e cores material super resistente e a prova d'agua com os alfinetes ou com abracadeiras dependendo do evento picotes de guarda volumes e outros unidades de chip descataveis inclusos de acordo com a quantidade e evento mencionado acima corrida de rua trail running e ciclismo de precisao com caracteristica de cartao e com o operador do equipamento incluso 01 relogio de duas fac, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,20
844,servico de desinfeccao quimica e limpeza geral de caixa d'agua e reservatorio d'agua no cem  jose inacio  rodovia de ligacao  mg 480 km 20  contenda quantitativo da unidade  1 caixas d'agua de fibra elevadas de 1000 l  1 reservatorio de fibra inferior de 5500 l  2 caixas d'agua de amianto elevadas de 1000 l e de 500 l unidade situada na zona rural a uma distancia de 30 km da sede da secretaria de educacao a cada execucao deverao ser emitidos os laudos tecnicos elaborados porprofissional devidamente registrado no conselho regional de quimica e no ministerio da saude conforme exigencia da portaria rdc n 21614 da vigilancia sanitaria  1 caixa d'agua de amianto elevada de 500 l, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,24
845,servico de desinfeccao quimica e limpeza geral de caixa d'agua e reservatorio d'agua no cem  rosa mameria rade  rodovia mg 223 km 12  pov alto sao joao  2 caixa d'agua de fibra elevadas de 1000 l e de 3000 l unidade situada na zona rural auma distancia de 15 km da sede da secretaria de educacao a cada execucao deverao ser emitidos os laudos tecnicos elaborados por profissional devidamente registrado no conselho regional de quimica e no ministerio da saude conforme exigencia da portaria rdc n 21614 da vigilancia sanit, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,29
846,servico de instalacao do condicionado ar split de 60000 btus incluindo tubulacoes de 1 a 4 metros de tubos suporte para fixacao tubo esponjoso fita pvc gas e instalacao no dreno de saida de agu, servicos de instalacao da maquinaria e dos equipamentos medicos profissionaise instrumentos de precisao e o,50
847,servico de limpeza de caixa d agua de 250 litros com o fornecimento de mao de obra todos os insumos equipamentos e ferramentas necessarias dentro do telh, servicos de leasing ou aluguel de televisores radios gravadores de video e equipamentos e acessorios correlat,54
848,servico de locacao e montagem  de tendas 3 x 3 piramidal sanfonada nas dimensoes 3x3 m com altura minima de 250 m cobertura em poliester reta com saidas de ar sistema de escoamento de agua nas laterais estrutura e pes em aluminio eou aco carbono cor branca necessaria a art duracao 3 dias de event, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,38
849,servico de munck prestado para retirar caixa d agu, servicos de suporte para transporte aqua,62
850,servico de recuperacao do sistema de bombeamento e tubulacao de agua  caminhao mb l1111, servicos de integracao de sistemas em tecnologia da informacao e comunicacao tic,57
851,servico de solda em registro de agu, servicos de instalacao de estruturas de ac,67
852,servicos comuns de encanador ou bombeiro hidr servicos comuns de encanador ou bombeiro hidraulico tais como verificar instalacoes hidraulicas efetuar manutencao de sistemas usados para agua potavel esgoto e drenagem em sistemas de encan, servicos gerais de construcao de tubulacoeslinhas de comunicacao e de energia de longa distanc,42
853,servicos de limpeza de caixas d'agua nas escol, servicos de agencias de notic,61
854,solucao reveladora pronta para uso  frasco com 475 ml frasco com exatamente 500 ml e nao 475 ml visualizacao da imagem em 30 segundos com revelador  rapido na revelacao uso simples e rapido fixar imagens em radiografias odontologicas indicado ao processamento manual de filmes dentais intraorais composicao agua dietileno glicol hidroquinona e carbonato de potassio liquido e cor vermelh, servicos de instalacao da maquinaria e dos equipamentos medicos profissionaise instrumentos de precisao e o,34
855,suco concentrado  abacaxi  pet 500ml ingr suco conc de abacaxi agua potavel aromat identico ao natural de abacaxi acid acido citrico conserv benzoato de sodio e metabissulfito de sodio estabilizantes goma gelana e citrato de sodio s gluten, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,41
856,suco concentrado de maracuja 1l polpa e suco concentrado de maracuja agua potavel conservantes benzoato de sodio e metabissulfito de sodio e corante caroteno beta caroteno sintetico sem adicao de acucar nao contem gluten, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,41
857,suco da polpa de caju sem acucar diluido em agua acondicionado em garrafa contendo 500 ml rendimento minimo de 05 litros  srp  48201458861, servicos de promocao e apresentacao relacionados as artes cenicas e outros espetaculos ao v,44
858,suco de caixa manga produto obtido a partir de agua acucar  suco concentrado de fruta aroma natural acidulante acido citrico e conservador dioxido de enxofre prazo da validade na embalagem cada embalagem contendo 1 litro sabor mang, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,39
859,suco de fruta liquido tipo nectar sabor de uva composto de agua suco concentrado de uva acucar aroma natural acidulante acido citrico e espessante goma xantana com as seguintes informacoes nutricionais por porcao de 200ml valor energetico 120kcal 503kj carboidratos 29 gramas sodio 76 miligramas sem adicao de conservadores sem gluten com fornecimento em embalagem tipo caixa multilaminada cartonada impressa de 1 litro validade maxima 01, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,32
860,suco de fruta sabor caju de primeira qualidade concentado nao alcoolico nao fermentado sabor caju ingredientes agua potavel concentrado de caju aromatizantes  aroma identico ao natural de caju acondicionado em recipientes apropriados original de fabrica com aproximadamente  500 ml com informacoes do fabricante e data de vencimento estamapado na embalagem embalagem c  de 500 ml c, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,33
861,suco de manga concentrado liquido para refresco de fruta sabor manga rendimento minimo de 4 litros  1 parte de suco para 3 partes de agua    ingredientes agua polpa de manga suco concentrado de manga suco de maca clarificado acidulante ac, servicos de engenharia durante a fase de construcao e de instalacao de obras de engenharia civil,41
862,suco de maracuja concentrado de maracuja  contendo agua  suco de maracuja integral  suco de maracuja concentrado  conservantes metabissulfito e benzoato de sodio  acidulante acido citrico  estabilizante pectina e goma xantana  corante natural carmim de cochonilha  embalagem de 500ml, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,36
863,suco de tangerina integral pasteurizado alimento natural liquido integral pasteurizado sem adicao de conservantes agua ou acucar obtido pelo beneficiamento de tangerinas sadias o produto devera conter registro no mapa cumprindo legislacao vig, servicos de leasing ou aluguel de televisores radios gravadores de video e equipamentos e acessorios correlat,42
864,suco em caixinha de 200 ml com canudo ingredientes agua suco concentrado de pessego acucar aroma natural acidulante acido citrico e espessante goma xantana nao contem gluten qualidade similar a marca dell valle validade minima de 6 meses a partir da data de entreg, servicos gerais de construcao de estradasexceto elevados ruasviasestradas de ferro e pistas de aterriz,37
865,suco em po abacaxi sache 25 g adocado 1 lt suco em po abacaxi sache 25 g adocado 1 lt e tenha especificado em sua embalagem bater com agua ou leit, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,43
866,suco em po sabores variados contendo acido ascorbico c diluicao de 9l de agua por 1 kg de po acondicionado em embalagem integra atoxica resistente vedada hermeticamente e limpa validade minima de 06 mes, servicos relacionados com a producao de filmes cinematograficos de televisao e programas de radi,42
867,suco integral de maracujaaguasuco concentrado de maracuj, tinta de marcacao de roup,56
868,sulfadiazina de prata 10mgg creme dermatologico cada grama do creme dermatologico contem sulfadiazina de prata 10 mg veiculo qsp 1 g alcool cetoestearilico cetomacrogol 1000 petrolato liquido petrolato amarelo alcool de lanolina propilenoglicol metilparabeno propilparabeno edetato dissodico butilidroxitolueno e agua purific, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,37
869,suporte p copo de agua p 100, aspirador de po e agu,56
870,suporte p galao de agua mineral galao com capacidade para 20 litr, plaqueta de material metalico em branco para gravaca,49
871,t 25 mm agu, agu,53
872,t de 90o cola 1  ?  marrom agua fr, barra de aco com secao quadr,48
873,tacas para  agua material  vidro  transparente410 ml, plaqueta de material metalico em branco para gravaca,50
874,tala aramada para imobilizacao tamanhogg tal tala aramada para imobilizacao tamanhogg tala aramada para imobilizacao confeccionda em eva 4mm colorida para identificar seu tamanho nas cores padrao para resgatepode ser usada com fita crepe bandagem ou gaze para imobilizacao completa e usada para imobilizacao provisoria no resgate e transporte de acidentados nao requer agua quente ou vapor para sua aplicacaopode ser lavada e reutilizadatamanho gg 102x11cm v, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,29
875,talao de cobranca de agua contendo 7 sete paginas internas capa e contra capa coloridas4769, servicos  de   gerenciamento  em tecnologia da informacao e comunitacao tic,48
876,tampa do reservatorio de agua onibus vw 15190, servicos de guias turis,49
877,tampa reeserv agua rad hlf8299, composto preservativo contra fog,48
878,tampa reservatorio d'agua 1, uniforme historico draga,54
879,tampa resevatorio agua palio fire economy ano 20112012 10 ano 2016 10 ano 2014 ano 20152016, servicos de manutencaoreparo e atencao ao equipamento de informa,40
880,tampa uso veicular radiador de agua 82086 lote 01, areia  filtracao de agu,47
881,tampao marrom para agua de 110, animal para extracao de l,54
882,tampao pvc pra solda bujao 40 mm agua fr, animal para producao de mel,47
883,tanquinho de lavar roupa referencia lx1001br cor branco  modelo lavamax  semiautomatica lavaenxagua  capacidade de roupa seca 10kg  eficiencia energetica classe a  painel de controle mecanico  tipo de agua fria  tipo de abertura superior  dispenser 01sabao  01 amaciante  potencia 415 watt, servicos de instalacao da maquinaria e dos equipamentos medicos profissionaise instrumentos de precisao e o,36
884,tanquinho lavadora de roupa plastico semiautomatica capacidade de 10kg de roupa molhada tensao  voltagem 110v220v com baixo consumo de energia 2 dispensers um para sabao e outro para amaciante filtro catafiapos 3 niveis de agua garantia minima de 12 mes, servicos do comercio por atacado prestado por comissao ou   por contratode produtos farmaceuticos e med,38
885,te 90deg soldavel de pvc marrom para agua fria diametro da secao 85 mm, servicos de aluguel de carros de passageiros com motor,48
886,te de pvc soldavel de 20 mm pn 750 kpa para sistemas prediais agua fria caracteristicas tecnicas e fabricacao de acordo com abnt nbr 5648 de 2010 e abnt nbr 5626 de 1998 , servicos de intermediacao financeiraexceto servico bancariode investimentoservicos de seguros e de penso,41
887,te de reducao soldavel pvcagua fria50x25mm, etiqueta de expedicao de carg,50
888,te de reducao pvc soldavel 90 graus 50 mm x 25 mm para agua fria pred, peca  acessorio  componente para mop agua  p,44
889,te de servico integrado articulado com 02 parafusos para ramais prediais de polietileno de de32mm derivados de tubulacao da rede de distribuicao de agua de pvc dn100mm de110mm, servicos relacionados com a producao de filmes cinematograficos de televisao e programas de radi,45
890,te interno com conexao central de rosca 12   para mangueira  polietileno  12   uso em rede de agua fria , servicos gerais de construcao para obras de engenharia civil,45
891,te pvc agua fria  roscavel e soldavel 25x20mm ou 34 x12, polietileno para protecao de oleodut,43
892,te pvc para agua solda  40mm, luva para gol,52
893,te pvc para agua solda 50mm 1a l, revestimento para caixa de embal,49
894,te pvc rigido soldavel 50mm fabricacao conforme nbr 5648 com diametro nominal de 50mm na cor marron para ser utilizada em instalacao predial de agua fr, servicos do comercio por atacado prestado por comissao ou   por contratode maquinariaequipamentos e supr,45
895,te reducao pvc soldavel 90o 32mm x 25mm para agua fria pred, peca  acessorio  componente para mop agua  p,48
896,te soldavel pvc 90 graus 20 mm para agua fr, algodao em pasta para forr,49
897,tecido tricoline mista com elastano cor verde agu, areia  filtracao de agu,52
898,tela de projecao eletrica 4x3 100?? caracteristicas tela eletrica serie a nao intercambiavel com sensor de corrente nao possui moldura formato 43 video limpeza do tecido e feita com sabao neutro e agua voltagem disponivel 110v modelos tem100va area de projecao 2030x1520mm comprimento do estojo 2315mm dimensoes entre furos 2295mm altura 1640mm, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,33
899,tempera guache 250 ml cada unidade soluvel em agua nao toxica com selo de seguranca do inmetro na cor branc, servicos gerais de construcao de tubulacoeslinhas de comunicacao e de energia de longa distanc,45
900,tempera guache azul  com 6 unidades de 250 gramas composicao resina  agua  pigmentos  carga e conservantes tipo benzotiazol  com dados de identificacao do produto  marca do fabricante e peso liqu, servicos de intermediacao financeiraexceto servico bancariode investimentoservicos de seguros e de penso,42
901,tenda 10x10 modelo piramide ou chapeu de brucha coberta com lona de vinil autoextinguivel com calhas nas laterais para escoamento da agua com pe direito com opcao de montagem de 3 a 6 mts de altura conforme solicitacao na data do evento todo o material deve estar em otimo estado de conservacaofica a cargo da comissao organizadora qual modelo que ira solicitar para o eventoa empresa deve apresentar registro no crea para participar do certame e na data do evento apresentar a respectiva art preco por di, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,30
902,tenda balcao 3 x 3m  chapeu de bruxa com calha para escorrimento de agua  com cobertura em lona auto extinguivel  anti  chama  na cor branc, barra de aco carbono  para  construcao  mecanica acima de 50m,42
903,termometro digital com ponta flexivel totalmente resistente a agua com bateria de longa duracao tempo minimo aproximado de medicao 1 minuto faixa de medicaouso 32oc a 42oc com estojo de protecao contendo data de fabricacao e no de lot, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,41
904,termometro infravermelho digital de testa alta precisao sem contato com a pele com leitura em 1 segundo   termometro infravermelho digital de testa alta precisao sem contato com a pele com leitura em 1 segundo  termometro com visor retroiluminado e aviso de temperatura elevada desliga automaticamente apos 17s para economizar no uso de energia possui dois modos de medicao temperatura de superficie e temperatura corporal facil utilizacao com 1 botao e pratico para triagem por temperatura em locais publicos e empresas   mede temperatura corporal de 32  a 43 c e temperatura de superficies de 0  a 100   precisao para temperatura corporal  02 c | temperatura de superficie  03 c   pode ser utilizado para medir a temperatura da agua do banho e outros objetos  higienico e portatil e otimo para ser compartilhado pela familia sem risco de contaminacao  excelente para medicao de temperatura infantil sem incomodar o bebe  distancia para leitura 2 a 15cm   alarme de febre ajustav, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,19
905,termostato agu, vertedor agu,59
906,tinta  guache  500  ml para  trabalhos  artisticos eescolares  nao  e  toxica  soluvel  em  agua  e  disponivel em  13  cores  quesao  misciveis  entre  si  aplicavel  em papel    papel    cartao    cartolina    gesso    madeira    e ceramica   conforme   portaria   inmetrono   3332012 e registro 0021882014 cores vari, servicos de instalacao da maquinaria e dos equipamentos medicos profissionaise instrumentos de precisao e o,34
